estado,municipio,id_estado,id_municipio,cve_inegi,nombre,ap_paterno,ap_materno,sexo,partido,integrantes,descripcion,pdo_gob_ini,pdo_gob_fin,direccion,pag_web,cve_lada,telefono
Jalisco,San Marcos,14,75,14075,DAVID,SANCHEZ,DOMINGUEZ,H,COAL.,PAN-PRD-PMC,COALICION ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL MADERO # 25 SAN MARCOS, JAL. CP. 46540",http://,386,7-57-06-45
Jalisco,San Martín de Bolaños,14,76,14076,EVANGELINA,PEREZ,VILLARREAL,M,MC,,MOVIMIENTO CIUDADANO,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL HIDALGO # 27, CENTRO, SAN MARTIN DE BOLA",http://sanmartinjalisco.webnode.mx/,437,9-52-53-59; 9-52-50-54
Jalisco,San Martín Hidalgo,14,77,14077,MOISES,RODRIGUEZ,CAMACHO,H,COAL.,PAN-PRD-PMC,COALICION ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL CALLE JUAREZ # 12 SAN MARTIN HIDALGO, JAL. CP. 46770",http://,385,7-55-04-15
Jalisco,San Miguel el Alto,14,78,14078,ALONSO DE JESUS,VAZQUEZ,JIMENEZ,H,COAL.,PAN-PRD-PMC,COALICION ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL PORTAL INDEPENDENCIA # 4 SAN MIGUEL EL ALTO, JAL. CP. 47140",http://www.sanmiguelelalto.gob.mx,347,7-88-20-40; 7-88-22-43; 7-88-24-18; 788-24
Jalisco,Gómez Farías,14,79,14079,ARIANA,BARAJAS,GALVEZ,M,PRI,,PARTIDO REVOLUCIONARIO INSTITUCIONAL ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL LEANDRO VALLE # 5 GOMEZ FARIAS, JAL. CP. 49120",http://,341,4-33-03-99; 4-33-00-90
Jalisco,San Sebastián del Oeste,14,80,14080,LUIS ALBERTO,ARREDONDO,LOPEZ,H,PVEM,,PARTIDO VERDE ECOLOGISTA DE MÉXICO ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL CALLE JUAREZ # 3 SAN SEBASTIAN DEL OESTE, JAL. CP. 46990",http://www.sansebastiandeloeste.gob.mx,322,2-97-28-97; 2-97-28-98
Jalisco,Santa María de los Ángeles,14,81,14081,CESAR FORTINO,MARQUEZ,ROBLES,H,COAL.,PAN-PRD-PMC,COALICION ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL CALLE ANTONIO VALDES # 3 SANTA MARIA DE ANGELES, JAL. CP. 46240",http://www.santamariadelosangeles.gob.mx/,499,9-92-04-42; 992-18-11; 992-18-12
Jalisco,Sayula,14,82,14082,OSCAR DANIEL,CARRION,CALVARIO,H,C.I.,,CANDIDATURA INDEPENDIENTE,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL ESCOBEDO # 52, ESQ. INDEPENDENCIA, ZONA CENTRO, SAYULA, JAL. CP. 49300",http://,342,4-22-01-09; 421-13-71; 421-13-72 EXT.133
Jalisco,Tala,14,83,14083,ENRIQUE GABRIEL,BUENROSTRO,AHUED,H,COAL.,PAN-PRD-PMC,COALICION ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL RAMON CORONA # 5, CENTRO TALA, JAL. CP. 45300",http://www.talajalisco.gob.mx,384,7-38-00-88; 738-03-74; SECRETARIO PART. (045)348-1-09-33-62
Jalisco,Talpa de Allende,14,84,14084,MARTIN EDUARDO,GUZMAN,PEÑA,H,PRI,,PARTIDO REVOLUCIONARIO INSTITUCIONAL ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL INDEPENDENCIA # 32 TALPA DE ALLENDE, JAL. CP. 48200",http://www.talpadeallende.gob.mx/,388,3-85-00-09; 3-85-01-04; 3-85-09-15
Jalisco,Tamazula de Gordiano,14,85,14085,FRANCISCO JAVIER,ALVAREZ,CHAVEZ,H,COAL.,PAN-PRD-PMC,COALICION ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL RAMON CORONA # 32 SUR, TAMAZULA DE GORDIANO, JAL. CP. 49650",http://www.tamazuladegordiano.gob.mx,358,4-16-06-09; 4-16-07-47; 4-16-36-31 EXT. 102
Jalisco,Tapalpa,14,86,14086,LUZ ELVIRA,MANZANO,OCHOA,M,COAL.,PAN-PRD-PMC,COALICION ,01/10/18,30/09/21,PRESIDENCIA MUNICIPAL AV. AGUSTIN YA,http://www.tapalpa-gob.com/,343,4-32-06-50; 4-32-04-93 EXT. 101
Jalisco,Tecalitlán,14,87,14087,MARTIN,LARIOS,GARCIA,H,MC,,MOVIMIENTO CIUDADANO,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL PORTAL VICTORIA # 9, CENTRO, TECALITLAN, JAL. CP. 49900",http://,371,4-18-01-69; 4-18-01-78 EXT. 110
Jalisco,Tecolotlán,14,88,14088,RICARDO,RAMIREZ,RUELAS,H,PRI,,PARTIDO REVOLUCIONARIO INSTITUCIONAL ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL CRISTOBAL DE OVEJO # 37 ZONA CENTRO, TECOLOTLAN, JAL. CP. 48540",http://,349,7-76-09-15 EXT. 106
Jalisco,Techaluta de Montenegro,14,89,14089,SERGIO,VELAZQUEZ,ENRIQUEZ,H,COAL.,PAN-PRD-PMC,COALICION ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL HIDALGO NORTE # 2, CENTRO TECHALUTA DE MONTENEGRO, JAL. CP. 49230",http://techalutademontenegro.jalisco.gob.mx/,372,4-24-51-39; 4-24-53-12
Jalisco,Tenamaxtlán,14,90,14090,YOLANDA,MEZA,ZEPEDA,M,COAL.,PAN-PRD-PMC,COALICION ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL AV. DE LOS MAESTROS # 4 TENAMAXTLAN, JAL. CP. 48570",http://www.tenamaxtlan.com.mx/,349,7-75-01-40; 7-75-03-40; 775- 00-37  EXT. 101
Jalisco,Teocaltiche,14,91,14091,ABEL,HERNANDEZ,MARQUEZ,H,COAL.,PAN-PRD-PMC,COALICION ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL PLAZA PRINCIPAL ORIENTE 50-A, CENTRO, TEOCALTICHE, JAL. CP. 47200",http://www.teocaltiche.gob.mx,346,7-87-20-49 EXT.121
Jalisco,Teocuitatlán de Corona,14,92,14092,CARLOS EDUARDO,HERNANDEZ,FLORES,H,COAL.,PAN-PRD-PMC,COALICION ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL ALVARO OBREGON # 16, TEOCUITATLAN DE CORONA, JAL. CP. 49250",http://,372,4-28-03-82; 4-28-01-05 EXT. 102
Jalisco,Tepatitlán de Morelos,14,93,14093,MARIA ELENA,DE ANDA,GUTIERREZ,M,MC,,MOVIMIENTO CIUDADANO,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL HIDALGO # 45, COL. CENTRO, TEPATITLAN DE MORELOS, JAL. CP. 47600",http://www.tepatitlan.gob.mx,378,7-88-87-00 EXT. 8701
Jalisco,Tequila,14,94,14094,JOSE ALFONSO,MAGALLANES,RUBIO,H,COAL.,PAN-PRD-PMC,COALICION ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL JOSE CUERVO # 33 TEQUILA, JAL. CP. 46400",http://www.tequilajalisco.gob.mx,374,7-42-00-12; 7-42-03-13
Jalisco,Teuchitlán,14,95,14095,JOSE ALEJANDRO,ARREOLA,SOTO,H,COAL.,MORENA-PT-PES,JUNTOS HAREMOS HISTORIA,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL 16 DE SEPTIEMBRE # 10 TEUCHITLAN, JAL. CP. 46760",http://,384,7-33-01-29; 7-33-08-33
Jalisco,Tizapán el Alto,14,96,14096,JOSE SANTIAGO,CORONADO,VALENCIA,H,PRI,,PARTIDO REVOLUCIONARIO INSTITUCIONAL ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL INDEPENDENCIA # 170, COL. CENTRO, TIZAPAN EL ALTO, JAL. CP. 49400",http://,376,7-68-50-00 EXT. 39; 48
Jalisco,Tlajomulco de Zúñiga,14,97,14097,SALVADOR,ZAMORA,ZAMORA,H,MC,,MOVIMIENTO CIUDADANO,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL CALLE LA HIGUERA # 70,TLAJOMULCO DE ZU",http://www.tlajomulco.gob.mx,33,32-83-44-00 EXT. 1003
Jalisco,San Pedro Tlaquepaque,14,98,14098,MARIA ELENA,LIMON,GARCIA,M,COAL.,PAN-PRD-PMC,COALICION ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL INDEPENDENCIA # 58, CENTRO TLAQUEPAQUE, JAL. CP. 45500",http://www.tlaquepaque.gob.mx,33,10-57-60-00; 10-57-60-17
Jalisco,Tolimán,14,99,14099,DIEGO ARMANDO,PUG,ENCISO,H,PRI,,PARTIDO REVOLUCIONARIO INSTITUCIONAL ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL J. SANTOS PALACIOS # 16 TOLIMAN, JAL. CP. 49750",http://www.tolimanjalisco.gob.mx/,343,4-34-01-31 EXT. 106
Jalisco,Tomatlán,14,100,14100,JORGE LUIS,TELLO,GARCIA,H,COAL.,PAN-PRD-PMC,COALICION ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL CALLE CONSTITUCION # 2, CENTRO TOMATLAN, JAL. CP. 48450",http://www.tomatlanjal.gob.mx/,322,226-97-70
Jalisco,Tonalá,14,101,14101,JUAN ANTONIO,GONZALEZ,MORA,H,COAL.,PAN-PRD-PMC,COALICION ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL HIDALGO # 21, ZONA CENTRO TONALA, JAL. CP. 45400",http://www.tonala.gob.mx,33,35-86-60-00 EXT. 1008 / 1013
Jalisco,Tonaya,14,102,14102,JUAN ESTEBAN,MICHEL,TERRIQUEZ,H,PRI,,PARTIDO REVOLUCIONARIO INSTITUCIONAL ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL MADERO # 80 TONAYA, JAL. CP. 48761",http://www.tonayajalisco.gob.mx/,343,4-31-03-97
Jalisco,Tonila,14,103,14103,JOSE MARTIN,HERNANDEZ,ALVAREZ,H,MC,,MOVIMIENTO CIUDADANO,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL CALLE JUAREZ S/N, ZONA CENTRO,TONILA, JAL. CP. 49840",http://,312,3-21-52-49; 3-21-52-00
Jalisco,Totatiche,14,104,14104,HUMBERTO ALONSO,GOMEZ,MEDINA,H,PAN,,PARTIDO ACCIÓN NACIONAL ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL CALLE HIDALGO # 37 TOTATICHE, JAL. CP. 46170",http://www.totatiche.jalisco.gob.mx/,437,9-64-01-64; 9-64-00-36; 964-00-08
Jalisco,Tototlán,14,105,14105,SERGIO,QUEZADA,MENDOZA,H,COAL.,PAN-PRD-PMC,COALICION ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL JUAREZ # 30 SUR TOTOTLAN, JAL. CP. 47730",http://tototlan.jalisco.gob.mx/index.html,391,9-16-05-83; 9-16-00-51; 9-16-02-83
Jalisco,Tuxcacuesco,14,106,14106,JOSE GUADALUPE,FLETES,ARAIZA,H,PRI,,PARTIDO REVOLUCIONARIO INSTITUCIONAL ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL HIDALGO # 9, CENTRO, TUXCACUESCO, JAL. CP. 48770",http://,343,4-13-95-06; 4-13-96-51 EXT. 102
Jalisco,Tuxcueca,14,107,14107,REYES,MANCILLA,ACEVES,H,PRI,,PARTIDO REVOLUCIONARIO INSTITUCIONAL ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL ALVARO OBREGON # 1, TUXCUECA, JAL. CP. 49430",http://www.tuxcueca.gob.mx/,376,7-68-02-50; 7-68-14-15; 768-06-11
Jalisco,Tuxpan,14,108,14108,EDWIN,ROMERO,CORTES,H,PNA,,PARTIDO NUEVA ALIANZA ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL REFORMA # 6, CD. TUXPAN, TUXPAN, JAL. CP. 49800",http://www.tuxpan-jal.gob.mx,371,4-17-20-85
Jalisco,Unión de San Antonio,14,109,14109,JULIO CESAR,HURTADO,LUNA,H,COAL.,PAN-PRD-PMC,COALICION ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL CALLE ITURBIDE # 1, CENTRO, UNION DE SAN ANTONIO, JAL. CP. 47570",http://,395,7-25-01-50; 7-25-01-44 
Jalisco,Unión de Tula,14,110,14110,GALA DEL CARMEN,LEPE,GALVAN,M,COAL.,PAN-PRD-PMC,COALICION ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL JUAREZ # 56 PONIENTE UNION DE TULA, JAL. CP. 48000",http://www.uniondetula.gob.mx,316,3-71-00-11 EXT. 1111
Jalisco,Valle de Guadalupe,14,111,14111,MARIA DEL REFUGIO,BARBA,GUTIERREZ,M,PAN,,PARTIDO ACCIÓN NACIONAL ,01/10/18,30/09/21,"PALACIO MUNICIPAL S/N, COL. CENTRO, VALLE DE GUADALUPE, JAL. CP. 47381",http://,347,7-14-01-20; 7-14-00-40
Jalisco,Valle de Juárez,14,112,14112,JOSE MANUEL,CHAVEZ,RODRIGUEZ,H,PAN,,PARTIDO ACCIÓN NACIONAL ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL PORTAL CORONA # 2, CENTRO VALLE DE JUAREZ, JAL. CP. 49540",http://www.valledejuarezjalisco.gob.mx/,382,5-71-03-69
Jalisco,San Gabriel,14,113,14113,BONIFACIO,VILLALVAZO,LARIOS,H,COAL.,PAN-PRD-PMC,COALICION ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL MANUEL M. MICHEL # 13, CENTRO, SAN GABRIEL JAL. CP. 49700",http://www.sangabrieljalisco.com,343,4-27-06-01; 4-27-06-02; 4-27-06-03
Jalisco,Villa Corona,14,114,14114,LUIS RENE,RUELAS,ORTEGA,H,C.I.,,CANDIDATURA INDEPENDIENTE,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL VENUSTIANO CARRANZA # 24, VILLA CORONA, JAL. C.P. 45730",http://www.villacorona.gob.mx/,387,7-78-02-22; 7-78-0515; 7-78-00-07
Jalisco,Villa Guerrero,14,115,14115,ALDO,GAMBOA,GUTIERREZ,H,PAN,,PARTIDO ACCIÓN NACIONAL ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL INDEPENDENCIA # 23, VILLA GUERRERO, JAL. CP. 46100",http://villaguerrerojal.com.mx/,437,9-64-50-52; 9-64-50-47
Jalisco,Villa Hidalgo,14,116,14116,PABLO,RODRIGUEZ,AVELAR,H,PNA,,PARTIDO NUEVA ALIANZA ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL SILVESTRE BARAJAS # 49, CENTRO, VILLA HIDALGO, JAL. C.P. 47250",http://www.villahidalgo.gob.mx/,495,9-68-02-70; 9-68-04-50; 968-05-50
Jalisco,Cañadas de Obregón,14,117,14117,REYNALDO,GONZALEZ,GOMEZ,H,COAL.,PAN-PRD-PMC,COALICION ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL HERMOSILLO # 6, CENTRO CA",http://www.canadasdeobregon.jalisco.gob.mx/,431,4-03-01-01
Jalisco,Yahualica de González Gallo,14,118,14118,ALEJANDRO,MACIAS,VELASCO,H,PRI,,PARTIDO REVOLUCIONARIO INSTITUCIONAL ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL CALLE JUAREZ # 28 YAHUALICA DE GONZALEZ GALLO, JAL. CP. 47300",http://www.yahualica.gob.mx,344,7-84-01-69; 7-84-01-49
Jalisco,Zacoalco de Torres,14,119,14119,JAVIER,JIMENEZ,ALVAREZ,H,PRI,,PARTIDO REVOLUCIONARIO INSTITUCIONAL ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL LEANDRO VALLE # 13 ZACOALCO DE TORRES, JAL. CP. 45750",http://www.zacoalcodetorres.gob.mx/,326,"4-23-10-88; 4-23-10-64, 4-23-13-13"
Jalisco,Zapopan,14,120,14120,JESUS PABLO,LEMUS,NAVARRO,H,MC,,MOVIMIENTO CIUDADANO,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL AV. HIDALGO # 151, CENTRO ZAPOPAN, JAL. CP. 45100",http://www.zapopan.gob.mx,33,"38-18-25-12; 38-18-22-00 EXT. 2600, 2601"
Jalisco,Zapotiltic,14,121,14121,FRANCISCO GERARDO,SEDANO,VIZCAINO,H,PAN,,PARTIDO ACCIÓN NACIONAL ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL REFORMA # 32, ZONA CENTRO, ZAPOTILTIC, JAL. CP. 49600",http://www.zapotiltic.gob.mx,341,4-14-04-42; 4-14-20-84; 4-14-16-72
Jalisco,Zapotitlán de Vadillo,14,122,14122,MA GUADALUPE,DIAZ,BLANCO,M,COAL.,PAN-PRD-PMC,COALICION ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL PORTAL HIDALGO # 1 ZAPOTITLAN DE VADILLO, JAL. CP. 49770",http://www.zapotitlandevadillo.gob.mx,343,4-34-06-00; 4-34-07-51
Jalisco,Zapotlán del Rey,14,123,14123,SAUL,PADILLA,GUTIERREZ,H,PVEM,,PARTIDO VERDE ECOLOGISTA DE MÉXICO ,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL CALLE JUAREZ # 26 ZAPOTLAN DEL REY, JAL. CP. 45980",http://www.zapotlandelrey.jalisco.gob.mx,391,9-21-15-14; 921-51-80
Jalisco,Zapotlanejo,14,124,14124,HECTOR,ALVAREZ,CONTRERAS,H,MC,,MOVIMIENTO CIUDADANO,01/10/18,30/09/21,"PRESIDENCIA MUNICIPAL REFORMA # 2, COL. CENTRO ZAPOTLANEJO, JAL. CP. 45430",http://www.zapotlanejo.gob.mx/2016/,373,7-35-60-24 EXT. 124
Jalisco,San Ignacio Cerro Gordo,14,125,14125,JOSE CLEOFAS,OROZCO,OROZCO,H,PRI,,PARTIDO REVOLUCIONARIO INSTITUCIONAL ,01/10/18,30/09/21,"CALLE JUAREZ # 12 COL. CENTRO SAN IGNACIO CERRO GORDO, JAL. CP. 47190",http://www.sanignaciocg.gob.mx,348,7-16-30-09; 7-16-30-00 EXT. 4
México,Acambay de Ruíz Castañeda,15,1,15001,ESPERANZA DOLORES ,GONZALEZ ,MARTINEZ,M,COAL.,PT-MORENA-PES,COALICION ,01/01/19,31/12/21,"PALACIO MUNICIPAL PLAZA HIDALGO # 1, CENTRO, ACAMBAY, MEX. CP. 50300",http://,718,1-27-00-85; 1-01-00-00 EXT. 315
México,Acolman,15,2,15002,RIGOBERTO ,CORTES,MELGOZA,H,COAL.,PT-MORENA-PES,COALICION ,01/01/19,31/12/21,"PRESIDENCIA MUNICIPAL CALZ. DE LOS AGUSTINOS S/N, CENTRO, ACOLMAN, MEX. C.P. 55870",http://,594,9-57-00-50; 9-57-14-60
México,Aculco,15,3,15003,JORGE ALFREDO ,OSORNIO ,VICTORIA ,H,PRI,,PARTIDO REVOLUCIONARIO INSTITUCIONAL ,01/01/19,31/12/21,"PRESIDENCIA MUNICIPAL PLAZA DE LA CONSTITUCION # 1, CENTRO, ACULCO, MEX. CP. 50360",http://,718,1-24-00-01; 1-24-01-45 EXT. 104
México,Almoloya de Alquisiras,15,4,15004,ARI PATRICK,MENDIOLA ,MONDRAGON ,H,PRI,,PARTIDO REVOLUCIONARIO INSTITUCIONAL ,01/01/19,31/12/21,"PRESIDENCIA MUNICIPAL PLAZA JORGE FIGUEROA S/N, CENTRO, ALMOLOYA DE ALQUIRAS, MEX. CP. 51860",http://,716,1-44-51-96; 1-44-51-65
México,Almoloya de Juárez,15,5,15005,LUIS ,MAYA ,DORO ,H,MORENA,,MORENA,01/01/19,31/12/21,"PRESIDENCIA MUNICIPAL AV. MORELOS S/N, CENTRO, ALMOLOYA DE JUAREZ, MEX. C.P. 50900",http://,725,1-36-19-57; 1-36-03-67 EXT. 102; 136-02-56 EXT.101
México,Almoloya del Río,15,6,15006,LETICIA ,FLORES ,MARTINEZ ,M,COAL.,PAN-PRD-PMC,COALICION ,01/01/19,31/12/21,"PRESIDENCIA MUNICIPAL PLAZA CHIGNAHUAPAN S/N, CENTRO, ALMOLOYA DEL RIO, MEX. C.P. 52540",http://,713,1-31-52-82; 1-31-62-73
México,Amanalco,15,7,15007,EMMA ,COLIN ,GUADARRAMA ,M,COAL.,PT-MORENA-PES,COALICION ,01/01/19,31/12/21,"PRESIDENCIA MUNICIPAL AV. 16 DE SEPTIEMBRE # 100, CENTRO, AMANALCO, MEX. CP. 51260",http://,726,1-10-17-64; 1-10-17-02
México,Amatepec,15,8,15008,JOSE FELIX ,GALLEGOS ,HERNANDEZ ,H,COAL.,PAN-PRD-PMC,COALICION ,01/01/19,31/12/21,"PRESIDENCIA MUNICIPAL AV. MIGUEL HIDALGO S/N, CENTRO, AMATEPEC, MEX. C.P. 51500",http://,716,1-61-11-81; 1-61-00-71
México,Amecameca,15,9,15009,MIGUEL ANGEL ,SALOMON ,CORTES ,H,PVEM,,PARTIDO VERDE ECOLOGISTA DE MÉXICO ,01/01/19,31/12/21,"PRESIDENCIA MUNICIPAL PLAZA DE LA CONSTITUCION S/N, CENTRO, AMECAMECA, MEX. CP. 56900",http://,597,9-78-09-89
México,Apaxco,15,10,15010,DANIEL ,PARRA ,ANGELES ,H,PAN,,PARTIDO ACCIÓN NACIONAL ,01/01/19,31/12/21,"PRESIDENCIA MUNICIPAL PLAZA MELCHOR OCAMPO S/N, CENTRO, APAXCO, MEX. C.P. 55660",http://,599,9-98-27 00 EXT. 102
México,Atenco,15,11,15011,PORFIRIO ,REYES ,NU?EZ ,H,MORENA,,MORENA,01/01/19,31/12/21,"PRESIDENCIA MUNICIPAL CALLE 27 DE SEPTIEMBRE 103, CENTRO, ATENCO, MEX. CP. 56300",http://,595,9-53-28-94; 9-53-28-88
México,Atizapán,15,12,15012,JOSE GUADALUPE ,RAMIREZ ,HERNANDEZ ,H,COAL.,PT-MORENA-PES,COALICION ,01/01/19,31/12/21,"PRESIDENCIA MUNICIPAL PLAZA MARIA PLIEGO S/N, CENTRO, SANTA CRUZ ATIZAPAN, MEX. C.P. 52500",http://,713,1-31-51-66; 1-31-67-19 EXT. 15
México,Atizapán de Zaragoza,15,13,15013,RUTH ,OLVERA ,NIETO ,M,COAL.,PT-MORENA-PES,COALICION ,01/01/19,31/12/21,"PRESIDENCIA MUNICIPAL BLVD. ADOLFO LOPEZ MATEOS # 91, EL POTRERO, ATIZAPAN DE ZARAGOZA, MEX. CP. 52975",http://,55,36- 22-28-04; 36-22-27-18; 36-22227-01; 36-22-28-00; 36-22-27-00 EXT.2718
México,Atlacomulco,15,14,15014,JOSE MARTIN ROBERTO ,TELLEZ ,MONROY ,H,COAL.,PT-MORENA-PES,COALICION ,01/01/19,31/12/21,"PALACIO MUNICIPAL S/N, CENTRO, ATLACOMULCO DE FAVELA, MEX. C.P. 50450",http://,712,1-22-01-57; 1-22-02-00; 122 03 33
México,Atlautla,15,15,15015,--,--,--,--,--,--,--,--,--,--,--,--,--
México,Axapusco,15,16,15016,NOE ,MARTINEZ ,JUAREZ ,H,COAL.,PT-MORENA-PES,COALICION ,01/01/19,31/12/21,"PRESIDENCIA MUNICIPAL VICENTE GUERRERO S/N, CENTRO, AXAPUSCO, MEX. C.P. 55940",http://,592,922- 12-40; 922-01-92
México,Ayapango,15,17,15017,RENE MARTIN ,VELAZQUEZ ,SORIANO ,H,COAL.,PAN-PRD-PMC,COALICION ,01/01/19,31/12/21,"PRESIDENCIA MUNICIPAL PLAZA DE LA CONSTITUCION S/N, CENTRO, AYAPANGO DE GABRIEL RAMOS, MEX. CP. 56760",http://,597,9-82-41-49; 9-82-41-28
México,Calimaya,15,18,15018,OSCAR ,HERNANDEZ ,MEZA ,H,COAL.,PAN-PRD-PMC,COALICION ,01/01/19,31/12/21,"PRESIDENCIA MUNICIPAL , JARDÍN CENTRAL ENRIQUE CARNEADO No. 1, COL. CENTRO, CALIMAYA ESTADO DE  MEX. CP. 52200",http://,722,171-52-02; 171-57-90
México,Capulhuac,15,19,15019,REFUGIO ,FUENTES ,RIVAS ,H,PNA,,PARTIDO NUEVA ALIANZA ,01/01/19,31/12/21,"PRESIDENCIA MUNICIPAL PLAZA HOMBRES ILUSTRES S/N, CENTRO, CAPULHUAC, MEX. CP. 52700",http://,713,1-33-64-51; 1-35-41-72
México,Coacalco de Berriozábal,15,20,15020,DARWIN RENAN,ESLAVA ,GAMI?O ,H,COAL.,PT-MORENA-PES,COALICION ,01/01/19,31/12/21,"PRESIDENCIA MUNICIPAL SEVERIANO REYES S/N ESQ. 5 DE FEBRERO, CENTRO, COACALCO, MEX. CP. 55700",http://www.presidenciacoacalco20192021,55,"58-98-90-23; 58-98-99-93 EXTS. 2005, 2039"
México,Coatepec Harinas,15,21,15021,RAUL ,RUBI ,MU?OZ ,H,COAL.,PT-MORENA-PES,COALICION ,01/01/19,31/12/21,"PRESIDENCIA MUNICIPAL JUAREZ S/N ESQ. MORELOS, CENTRO, COATEPEC HARINAS, MEX. C.P. 51700",http://,723,1-45-00-66 EXT. 103; 1-45-00-65 EXT. 19 Y 51
México,Cocotitlán,15,22,15022,TOMAS ,SUAREZ ,JUAREZ ,H,PRD,,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,01/01/19,31/12/21,"PRESIDENCIA MUNICIPAL AV. SALTO DEL AGUA S/N, CENTRO COCOTITLAN, MEX. CP. 56680",http://www.presidenciamunicipal@cocotitlan.gob.mx,55,59-82-06-03; 59-82-06-07
México,Coyotepec,15,23,15023,ANDRES OSCAR,MONTOYA,MARTINEZ,H,-,-,-,16/06/20,31/12/21,"PRESIDENCIA MUNICIPAL PLAZA PRINCIPAL # 1, BO. LA CABECERA, COYOTEPEC, MEX. C.P. 54660",http://,593,9-15-26-89
México,Cuautitlán,15,24,15024,MARIO ARIEL ,JUAREZ ,RODRIGUEZ ,H,COAL.,PT-MORENA-PES,COALICION ,01/01/19,31/12/21,"PRESIDENCIA MUNICIPAL ALFONSO REYES S/N0.COL. SANTA MARÍA ESQ. CON VENUSTIANO CARRANZA, CUAUTITLAN, MEX. CP. 54820",http://,55,26-20-78-00 EXT. 7803
México,Chalco,15,25,15025,JOSE MIGUEL ,GUTIERREZ ,MORALES ,H,COAL.,PT-MORENA-PES,COALICION ,01/01/19,31/12/21,"PRESIDENCIA MUNICIPAL AV. REFORMA # 4, CENTRO, CHALCO, MEX. CP. 56600",http://,55,59-73-07-30; 59-72-82-80
México,Chapa de Mota,15,26,15026,LETICIA ,ZEPEDA,MARTINEZ ,M,COAL.,PAN-PRD-PMC,COALICION ,01/01/19,31/12/21,"PALACIO MUNICIPAL JOSEFA ORTIZ DE DOMINGUEZ # 1, CENTRO, CHAPA DE MOTA, MEX. CP. 54350",http://,588,9-92-03-22; 9-92-03-63; 9-92-02-09
México,Chapultepec,15,27,15027,LAURA AMALIA,GONZALEZ ,MARTINEZ ,M,PRI,,PARTIDO REVOLUCIONARIO INSTITUCIONAL ,01/01/19,31/12/21,"PRESIDENCIA MUNICIPAL AV. INDEPENDENCIA # 300, CENTRO, CHAPULTEPEC, MEX. CP. 52240",http://,722,2-63-08-55
México,Chiautla,15,28,15028,JOSE MIGUEL ,AGUIRRE,DIAZ ,H,MORENA,,MORENA,01/01/19,31/12/21,"PRESIDENCIA MUNICIPAL AV. DEL TRABAJO S/N, CENTRO, CHIAUTLA, MEX. CP. 56030",http://,595,9-52-05-50; 9-52-05-51
