Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x )
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53646,58496,2021-03-14 14:44:33 CST,2021-03-14,14:44:33,Photo,40,19,1,20,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4090028127695493,"Para seguridad de la ciudadanía de Los Cabos, nuestra cuadrilla de Obras Públicas continúa atendiendo las áreas de circulación peatonal; en esta ocasión se rehabilitaron 6.70 metros cuadrados de superficie de banqueta, ubicada sobre la calle Narciso Mendoza, de la colonia Juárez, en la delegación de Cabo San Lucas. #CiudadanosHaciendoHistoria",https://www.facebook.com/ayuntamientodeloscabos/photos/a.643395415692132/4090027911028848/?type=3,,,Photos from Ayuntamiento de Los Cabos's post,,,,,-1.75
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53646,58496,2021-03-14 08:51:57 CST,2021-03-14,08:51:57,Native Video,47,16,0,30,1,0,0,0,0,0,owned,Yes,458,685,0,00:00:29,https://www.facebook.com/209049169126761/posts/4089264051105234,"Las familias afectadas por el COVID-19, continúan recibiendo el apoyo de la Dirección de Atención Ciudadana, en particular, los adultos mayores y personas con enfermedades crónicas, quienes son los más vulnerables ante la pandemia. Te compartimos el testimonio del joven Faustino Guerrero, a quien se le ayudó para los estudios médicos de su abuelito. #CiudadanosHaciendoHistoria",https://www.facebook.com/ayuntamientodeloscabos/videos/265075838603568/,,,,,,,,-1.15
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53646,58496,2021-03-13 20:15:58 CST,2021-03-13,20:15:58,Live Video Complete,452,101,151,117,77,0,2,0,3,1,owned,Yes,2904,6725,0,00:58:46,https://www.facebook.com/209049169126761/posts/218136393330737,#DesdeLaCasa Ayuntamiento de Los Cabos,https://www.facebook.com/ayuntamientodeloscabos/videos/218136393330737/,,,,,,,,4.1
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53640,58489,2021-03-13 14:17:13 CST,2021-03-13,14:17:13,Photo,34,11,0,21,2,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4087416807956625,#LosCabosConsumeLocal es una propuesta de nuestros productores regionales que busca apoyar la economía de los hogares cabeños con excelentes ofertas de productos orgánicos; si te interesa comunícate al (624) 261 3962. #CiudadanosHaciendoHistoria,https://www.facebook.com/ayuntamientodeloscabos/photos/a.643395415692132/4087416754623297/?type=3,,,,,,,,-2.06
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53640,58489,2021-03-13 09:02:47 CST,2021-03-13,09:02:47,Photo,47,19,0,28,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4086799691351670,"Nuestro Centro Histórico en San José del Cabo, es un referente económico, turístico e histórico para nuestro municipio, por lo que trabajamos constantemente en el mantenimiento de sus calles y banquetas, en beneficio de todas y todos. #XlllAyuntamientoDeLosCabos",https://www.facebook.com/ayuntamientodeloscabos/photos/a.643395415692132/4086799604685012/?type=3,,,Photos from Ayuntamiento de Los Cabos's post,,,,,-1.49
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53640,58489,2021-03-12 19:00:45 CST,2021-03-12,19:00:45,Native Video,68,15,0,50,1,1,0,0,1,0,owned,Yes,535,955,0,00:03:41,https://www.facebook.com/209049169126761/posts/164274812086932,Las 5 de la Semana. #CiudadanosHaciendoHistoria.,https://www.facebook.com/ayuntamientodeloscabos/videos/164274812086932/,,,Las 5 de la Semana 12 de marzo,,,,,1.26
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53633,58479,2021-03-12 16:26:51 CST,2021-03-12,16:26:51,Photo,41,17,0,24,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4084678414897131,"Con el compromiso de contar con una ciudad más limpia, la cuadrilla de Obras Públicas sigue realizando trabajos de limpieza, esta vez, sobre la calle Agua Marina, en el Fraccionamiento Auroras, en Cabo San Lucas, retirando maleza y ramas secas, mejorando notablemente la imagen del fraccionamiento. #CiudadanosHaciendoHistoria",https://www.facebook.com/ayuntamientodeloscabos/photos/a.643395415692132/4084678314897141/?type=3,,,Photos from Ayuntamiento de Los Cabos's post,,,,,-1.71
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53633,58479,2021-03-12 14:13:11 CST,2021-03-12,14:13:11,Live Video Scheduled,9,6,0,3,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4084455658252740,Las 5 de la Semana. #CiudadanosHaciendoHistoria.,,,,,,,,,-4.67
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53633,58479,2021-03-12 13:27:27 CST,2021-03-12,13:27:27,Photo,167,73,6,79,7,0,0,0,0,2,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4084372484927724,"Representando a Los Cabos, la presidenta municipal Lorena Cortés Torralbo participó en el 3er Congreso Nacional “Mujeres por Mexico Impulsando la Cuarta Transformación: Mujeres Rompiendo Paradigmas”, en la ciudad de Teotihuacán. Durante el evento nacional la alcaldesa reiteró su compromiso de continuar con las políticas públicas que fomenten la participación de la mujer en la vida política de nuestro municipio. #CiudadanosHaciendoHistoria",https://www.facebook.com/ayuntamientodeloscabos/photos/a.361094070588936/4084373481594291/?type=3,,,Photos from Ayuntamiento de Los Cabos's post,,,,,2.36
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53633,58479,2021-03-12 11:56:46 CST,2021-03-12,11:56:46,Photo,52,23,1,28,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4084203208277985,"Desde muy temprano, recorremos las calles de nuestro municipio, con la finalidad de mantener limpias y en óptimas condiciones todas las vialidades para beneficio de la comunidad. #CiudadanosHaciendoHistoria",https://www.facebook.com/ayuntamientodeloscabos/photos/a.643395415692132/4084203118277994/?type=3,,,Photos from Ayuntamiento de Los Cabos's post,,,,,-1.35
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53633,58479,2021-03-12 09:05:47 CST,2021-03-12,09:05:47,Native Video,40,14,0,26,0,0,0,0,0,0,owned,Yes,273,390,0,00:00:15,https://www.facebook.com/209049169126761/posts/4083791291652510,La señora María Huerta agradeció el apoyo para los gastos básicos de su vivienda a la Dirección de Atención Ciudadana. #CiudadanosHaciendoHistoria,https://www.facebook.com/ayuntamientodeloscabos/videos/457945992134558/,,,,,,,,-1.35
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53626,58470,2021-03-11 18:06:57 CST,2021-03-11,18:06:57,Photo,8,3,0,5,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4082212468477059,"Te invitamos a disfrutar del programa ¡Desde La Casa!, con la conducción de Kike Tovar. Todos los sábados en punto de las 7:00 de la noche a través de nuestra transmisión ¡Entretenimiento para toda la familia! #QuédateEnCasa",https://www.facebook.com/ayuntamientodeloscabos/photos/a.643395415692132/4082212441810395/?type=3,,"Ayuntamiento de Cabos Desde la casa Hoy en punto de las 7 de la noche Conduce: Kike Tovar y El Cholín Artista invitado: ""Kevin Hernández"" ""El Chino"" ""Don Renecio"" #LaPrevenciónEstáEnTusManos LOSCAOS",,,,,,-8.75
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53626,58470,2021-03-11 16:36:59 CST,2021-03-11,16:36:59,Photo,30,15,1,13,0,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4082073595157613,"Para seguridad de la ciudadanía de Los Cabos, nuestra cuadrilla de Obras Públicas continúa atendiendo las áreas de circulación peatonal; en esta ocasión se rehabilitaron 6.70 metros cuadrados de superficie de banqueta, ubicada sobre la calle Narciso Mendoza, de la colonia Juárez, en la delegación de Cabo San Lucas. #CiudadanosHaciendoHistoria",https://www.facebook.com/ayuntamientodeloscabos/photos/a.643395415692132/4082073528490953/?type=3,,,Photos from Ayuntamiento de Los Cabos's post,,,,,-2.33
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53626,58470,2021-03-11 12:00:01 CST,2021-03-11,12:00:01,Photo,74,20,0,51,2,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4081604681871171,#LosCabosConsumeLocal es una propuesta de nuestros productores regionales que busca apoyar la economía de los hogares cabeños con excelentes ofertas de productos orgánicos; si te interesa comunícate al (624) 261 3962. #CiudadanosHaciendoHistoria,https://www.facebook.com/ayuntamientodeloscabos/photos/a.643395415692132/4081604631871176/?type=3,,,,,,,,1.04
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53626,58470,2021-03-11 09:03:46 CST,2021-03-11,09:03:46,Native Video,53,14,0,34,4,0,0,0,1,0,owned,Yes,522,798,0,00:00:29,https://www.facebook.com/209049169126761/posts/4081251558573150,"Las familias afectadas por el COVID-19, continúan recibiendo el apoyo de la Dirección de Atención Ciudadana, en particular, los adultos mayores y personas con enfermedades crónicas, quienes son los más vulnerables ante la pandemia. Te compartimos el testimonio del joven Faustino Guerrero, a quien se le ayudó para los estudios médicos de su abuelito. #CiudadanosHaciendoHistoria",https://www.facebook.com/ayuntamientodeloscabos/videos/548483272789243/,,,,,,,,-1.02
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53618,58452,2021-03-10 14:23:42 CST,2021-03-10,14:23:42,Live Video Complete,128,34,43,42,5,1,0,1,1,1,owned,Yes,1462,2620,0,01:25:45,https://www.facebook.com/209049169126761/posts/1102057940276417,🛑 / #EnVivo Vigésima Novena Sesión Pública Ordinaria del Honorable Cabildo de Los Cabos. #XlllAyuntamientoDeLosCabos,https://www.facebook.com/ayuntamientodeloscabos/videos/1102057940276417/,,,,,,,,1.15
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53618,58452,2021-03-10 11:52:05 CST,2021-03-10,11:52:05,Photo,112,36,7,68,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4078877858810520,"Se informa a la ciudadanía que las vacunas para los adultos mayores que se registraron por internet serán aplicadas de 8:00 de la mañana a 7:00 de la tarde, en la escuela primaria Gregorio Cruz y Rodríguez, en la colonia Centro de San José del Cabo. #CiudadanosHaciendoHistoria",https://www.facebook.com/ayuntamientodeloscabos/photos/a.643395415692132/4078877728810533/?type=3,,"fom Ayuntamiento Los Cabos Vacuna contra el COVID-19 -Miércoles 10 de marzo se continuará con la aplicación de la vacuna contra el COVID-19. Lugar: primaria Gregorio Cruz y Rodríguez, frente al IMSS #6, colonia Centro en San José del Cabo. Hora: de 8:00 19:00 horas. *Llevar su clave de registro e INE. #XllAyuntamientodeLosCabos MOOOL.RCL LOSCABOS",,,,,,1.6
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53618,58452,2021-03-10 10:28:47 CST,2021-03-10,10:28:47,Photo,60,8,3,36,0,0,0,13,0,0,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4078668525498120,"Nuestro más sentido pésame a los familiares y amigos de nuestro compañero Manuel Agúndez, subdelegado de San Vicente de la Sierra.",https://www.facebook.com/ayuntamientodeloscabos/photos/a.643395415692132/4078668442164795/?type=3,,Extiendo mi más sentido pésame a familiares y amigos de nuestro querido Manuel Salvador Agúndez Quintana Subdelegado de San Vicente de la Sierra por su sensible fallecimiento. Es un honor haber coincidido con quien fue un gran amigo y un gran ser humano. Marzo 2021.,,,,,,-1.17
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53618,58452,2021-03-10 09:06:17 CST,2021-03-10,09:06:17,Photo,52,19,1,31,0,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4078453292186310,"La Dirección de Obras Públicas, trabajó en la rehabilitación de la calle Anemona, en el Fraccionamiento Auroras, en la delegación de Cabo San Lucas, respondiendo a el llamado de la ciudadanía, quienes ahora, podrán transitar en sus automóviles de forma segura. #XlllAyuntamientoDeLosCabos",https://www.facebook.com/ayuntamientodeloscabos/photos/a.643395415692132/4078453075519665/?type=3,,,Photos from Ayuntamiento de Los Cabos's post,,,,,-1.37
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53610,58445,2021-03-09 16:13:22 CST,2021-03-09,16:13:22,Native Video,33,12,0,20,1,0,0,0,0,0,owned,Yes,424,632,0,00:00:29,https://www.facebook.com/209049169126761/posts/4076698585695114,"Gracias al apoyo de la Dirección de Atención Ciudadana, la familia Meza Montoya podrá trasladarse a Culiacán Sinaloa para que su hijo recién nacido reciba atención médica especializada. #XlllAyuntamientoDeLosCabos",https://www.facebook.com/ayuntamientodeloscabos/videos/764426864506096/,,,,,,,,-1.64
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53610,58445,2021-03-09 11:47:42 CST,2021-03-09,11:47:42,Photo,49,18,2,29,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4076209915743981,"Buscando mejorar la imagen y limpieza de nuestras calles, estamos trabajando en la colonia Vista Hermosa en San José del Cabo, realizando la rehabilitación de calles y retirando ramas, basura y cacharros. #XlllAyuntamientoDeLosCabos",https://www.facebook.com/ayuntamientodeloscabos/photos/a.643395415692132/4076209825743990/?type=3,,,Photos from Ayuntamiento de Los Cabos's post,,,,,-1.43
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53610,58445,2021-03-09 09:01:47 CST,2021-03-09,09:01:47,Photo,49,18,0,31,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4075853925779580,"Buscando mejorar la circulación vial sobre la calle Arrecife, en el fraccionamiento Auroras de la delegación de Cabo San Lucas, continuamos trabajando con el programa de Bacheo por parte de la Dirección de Obras Públicas. #XlllAyuntamientoDeLosCabos",https://www.facebook.com/ayuntamientodeloscabos/photos/a.643395415692132/4075853662446273/?type=3,,,Photos from Ayuntamiento de Los Cabos's post,,,,,-1.43
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53610,58445,2021-03-08 22:15:01 CST,2021-03-08,22:15:01,Photo,40,8,4,20,0,0,0,8,0,0,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4074712719227034,"Nuestro más sentido pésame y pronta resignación a nuestro compañero, Carlos López Montalvo, por el sensible fallecimiento de su padre. #XlllAyuntanientoDeLosCabos",https://www.facebook.com/ayuntamientodeloscabos/photos/a.643395415692132/4074712665893706/?type=3,,"H.XIIAYUNTAMIENTO ABOS, B LOS CABOS AYUNE2018-2021 El XIII Ayuntamiento de Los Cabos, se une a la pena que embarga a la familia de nuestro compañero Carlos López Montalvo Director General de Ecología y Medio Ambiente por el sensible fallecimiento de su padre Manuel López Trujillo Les deseamos una pronta resignacióny que Dios conceda paz en su corazón. Marzo 2021",,,,,,-1.75
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53610,58445,2021-03-08 18:34:41 CST,2021-03-08,18:34:41,Photo,53,20,1,32,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4074349915929981,"Nuestro Centro Histórico en San José del Cabo, es un referente económico, turístico e histórico para nuestro municipio, por lo que trabajamos constantemente en el mantenimiento de sus calles y banquetas, en beneficio de todas y todos. #XlllAyuntamientoDeLosCabos",https://www.facebook.com/ayuntamientodeloscabos/photos/a.643395415692132/4074349759263330/?type=3,,,Photos from Ayuntamiento de Los Cabos's post,,,,,-1.32
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53603,58434,2021-03-08 15:00:59 CST,2021-03-08,15:00:59,Native Video,132,47,1,73,9,0,1,0,0,1,owned,Yes,924,1827,0,00:00:45,https://www.facebook.com/209049169126761/posts/4073981302633509,"En el marco del Día Internacional de las Mujeres, la presidenta municipal, Lorena Cortés Torralbo, reafirmó su compromiso de fortalecer el trabajo para beneficio de todas las mujeres y hombres de nuestro municipio. #XlllAyuntamientoDeLosCabos",https://www.facebook.com/ayuntamientodeloscabos/videos/177504627311852/,,,,,,,,2.43
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53603,58434,2021-03-08 12:14:08 CST,2021-03-08,12:14:08,Native Video,38,14,0,24,0,0,0,0,0,0,owned,Yes,203,269,0,00:00:28,https://www.facebook.com/209049169126761/posts/4073661835998789,Aprovecha los beneficios que te brindamos en el pago del impuesto predial durante marzo y abril. Paga tus impuestos y contribuye a la inversión de grandes obras y servicios para Los Cabos. #CiudadanosHaciendoHistoria,https://www.facebook.com/ayuntamientodeloscabos/videos/260143732454322/,,,Impuesto Predial.,,,,,-1.42
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53603,58434,2021-03-08 09:15:25 CST,2021-03-08,09:15:25,Live Video Complete,123,44,2,66,11,0,0,0,0,0,owned,Yes,1569,3929,0,00:25:46,https://www.facebook.com/209049169126761/posts/223577902783399,"Hoy conmemoramos el Día Internacional de las Mujeres, en la explanada de la plaza Mijares en San José del Cabo. #CiudadanosHaciendoHistoria",https://www.facebook.com/ayuntamientodeloscabos/videos/223577902783399/,,,,,,,,1.12
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53603,58434,2021-03-08 09:00:43 CST,2021-03-08,09:00:43,Photo,56,19,1,36,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4073212346043738,"El 8 de marzo se conmemora el Día Internacional de la Mujer, establecido por la Organización de las Naciones Unidas (ONU) en 1975. Este día recuerda la lucha de las mujeres y la constante búsqueda de equidad de género. #CiudadanosHaciendoHistoria",https://www.facebook.com/ayuntamientodeloscabos/photos/a.643395415692132/4073212299377076/?type=3,,,,,,,,-1.25
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53603,58434,2021-03-07 19:45:09 CST,2021-03-07,19:45:09,Native Video,17,11,0,6,0,0,0,0,0,0,owned,Yes,199,209,0,00:00:25,https://www.facebook.com/209049169126761/posts/4071839019514404,"Gracias a que la alcaldesa con licencia Armida Castro dio prioridad al deporte para garantizar el desarrollo integral de nuestro municipio, se rehabilitaron 33 unidades deportivas, dando así, espacios dignos a nuestros deportistas en Los Cabos. #CiudadanosHaciendoHistoria",https://www.facebook.com/ayuntamientodeloscabos/videos/1729301344126251/,,,,,,,,-3.18
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53600,58417,2021-03-07 16:00:19 CST,2021-03-07,16:00:19,Native Video,32,21,2,9,0,0,0,0,0,0,owned,Yes,274,285,0,00:00:30,https://www.facebook.com/209049169126761/posts/885794412245412,"Gracias a la incansable gestión de la alcaldesa con licencia Armida Castro, con un presupuesto de 351 millones de pesos, logramos 960 acciones de beneficio social a través del FAIS. #CiudadanosHaciendoHistoria",https://www.facebook.com/ayuntamientodeloscabos/videos/885794412245412/,,,,,,,,-1.69
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53600,58417,2021-03-07 16:00:19 CST,2021-03-07,16:00:19,Native Video,32,21,2,9,0,0,0,0,0,0,owned,Yes,274,285,0,00:00:30,https://www.facebook.com/209049169126761/posts/4071488139549492,"Gracias a la incansable gestión de la alcaldesa con licencia Armida Castro, con un presupuesto de 351 millones de pesos, logramos 960 acciones de beneficio social a través del FAIS. #CiudadanosHaciendoHistoria",https://www.facebook.com/ayuntamientodeloscabos/videos/885794412245412/,,,,,,,,-1.69
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53600,58417,2021-03-07 09:31:48 CST,2021-03-07,09:31:48,Photo,27,12,1,14,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/209049169126761/posts/4070754379622868,¿Sabías que..? Esta celebración fue instituida con el fin de fomentar la integración y unión familiar. Se estableció en el año 2005 en México. #CiudadanosHaciendoHistoria,https://www.facebook.com/ayuntamientodeloscabos/photos/a.643395415692132/4070754312956208/?type=3,,,,,,,,-2.59
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53600,58417,2021-03-06 20:14:58 CST,2021-03-06,20:14:58,Live Video Complete,259,34,46,156,21,0,1,0,0,1,owned,Yes,1467,3786,0,00:48:34,https://www.facebook.com/209049169126761/posts/574160763508217,,https://www.facebook.com/ayuntamientodeloscabos/videos/574160763508217/,,,,,,,,2.35
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53602,58418,2021-03-06 15:41:01 CST,2021-03-06,15:41:01,Native Video,51,30,5,14,1,0,0,0,1,0,owned,Yes,409,459,0,00:00:30,https://www.facebook.com/209049169126761/posts/4068913813140258,"Con una inversión de más de $191 millones de pesos, muchas calles de nuestro municipio se han visto beneficiadas durante esta Administración, construyendo así Los Cabos que todos queremos. #CiudadanosHaciendoHistoria",https://www.facebook.com/ayuntamientodeloscabos/videos/871834726932853/,,,,,,,,-1.06
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53602,58418,2021-03-06 10:12:41 CST,2021-03-06,10:12:41,Native Video,39,16,0,22,1,0,0,0,0,0,owned,Yes,239,328,0,00:00:50,https://www.facebook.com/209049169126761/posts/4068288259869480,"Durante esta Administración y gracias a la incansable gestión de la alcaldesa AArmida Castro se han logrado obras de rehabilitación de parques, se han dotado de tanques comunitarios a las colonias que no cuentan con red de agua potable, se ha rehabilitado el alumbrado público en zonas que tenían años abandonadas y se ha logrado la pavimentación de distintas calles en Los Cabos. #CiudadanosHaciendoHistoria",https://www.facebook.com/ayuntamientodeloscabos/videos/1341528462885995/,,,,,,,,-1.38
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53600,58400,2021-03-05 19:01:22 CST,2021-03-05,19:01:22,Native Video,120,40,5,66,5,0,2,0,0,2,owned,Yes,809,1384,0,00:03:12,https://www.facebook.com/209049169126761/posts/745276232822935,Las 5 de la Semana. #CiudadanosHaciendoHistoria,https://www.facebook.com/ayuntamientodeloscabos/videos/745276232822935/,,,,,,,,2.19
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53600,58400,2021-03-05 19:01:22 CST,2021-03-05,19:01:22,Native Video,120,40,5,66,5,0,2,0,0,2,owned,Yes,809,1384,0,00:03:12,https://www.facebook.com/209049169126761/posts/4066690436695929,Las 5 de la Semana. #CiudadanosHaciendoHistoria,https://www.facebook.com/ayuntamientodeloscabos/videos/745276232822935/,,,,,,,,2.19
Ayuntamiento de Los Cabos,ayuntamientodeloscabos,209049169126761,GOVERNMENT_ORGANIZATION,MX,Página Oficial del Municipio de Los Cabos,2011-05-11 17:10:00,53600,58400,2021-03-05 14:38:24 CST,2021-03-05,14:38:24,Live Video Complete,219,50,71,61,26,1,5,0,1,4,owned,Yes,1519,2961,0,02:10:38,https://www.facebook.com/209049169126761/posts/267807404754273,,https://www.facebook.com/ayuntamientodeloscabos/videos/267807404754273/,,,,,,,,1.95
